session_id,services
249_9,"[4, 13, 10, 12, 17]"
250_0,"[19, 3, 6, 12, 1]"
250_1,"[16, 1, 10, 15, 12]"
250_2,"[18, 6, 15, 8, 5]"
250_3,"[8, 11, 18, 5, 2]"
250_4,"[4, 13, 10, 12, 17]"
250_5,"[20, 17, 6, 9, 16]"
251_0,"[14, 1, 11, 2, 18]"
251_1,"[17, 15, 1, 9, 20]"
251_2,"[2, 3, 5, 8, 7]"
251_3,"[19, 3, 6, 12, 1]"
251_4,"[8, 11, 18, 5, 2]"
251_5,"[4, 13, 10, 12, 17]"
251_6,"[13, 10, 1, 4, 18]"
251_7,"[13, 10, 1, 4, 18]"
251_8,"[3, 2, 19, 13, 4]"
251_9,"[20, 17, 6, 9, 1]"
251_10,"[16, 1, 10, 15, 12]"
252_0,"[18, 6, 15, 8, 5]"
252_1,"[12, 1, 11, 7, 9]"
252_2,"[16, 1, 10, 15, 12]"
252_3,"[9, 17, 12, 13, 15]"
252_4,"[20, 17, 6, 9, 13]"
252_5,"[10, 13, 4, 11, 16]"
253_0,"[8, 11, 18, 5, 2]"
253_1,"[17, 15, 1, 9, 20]"
253_2,"[10, 13, 4, 11, 16]"
253_3,"[19, 3, 6, 12, 1]"
253_4,"[3, 2, 19, 13, 4]"
253_5,"[10, 13, 4, 11, 16]"
253_6,"[3, 2, 19, 13, 4]"
253_7,"[6, 18, 19, 15, 17]"
253_8,"[16, 1, 10, 15, 12]"
253_9,"[4, 13, 10, 12, 17]"
253_10,"[16, 1, 10, 15, 12]"
253_11,"[12, 1, 11, 7, 9]"
253_12,"[4, 13, 10, 12, 17]"
254_0,"[9, 17, 12, 13, 15]"
254_1,"[17, 15, 1, 9, 20]"
254_2,"[2, 3, 5, 8, 7]"
254_3,"[12, 1, 11, 7, 9]"
254_4,"[15, 18, 17, 6, 16]"
254_5,"[14, 1, 11, 2, 18]"
254_6,"[10, 13, 4, 11, 16]"
254_7,"[10, 13, 4, 11, 16]"
254_8,"[18, 6, 15, 8, 5]"
254_9,"[1, 14, 7, 12, 13]"
255_0,"[19, 3, 6, 12, 1]"
255_1,"[7, 1, 18, 12, 2]"
255_2,"[17, 15, 1, 9, 20]"
255_3,"[19, 3, 6, 12, 1]"
255_4,"[4, 13, 10, 12, 17]"
255_5,"[18, 6, 15, 8, 5]"
255_6,"[6, 18, 19, 15, 17]"
255_7,"[15, 18, 17, 6, 16]"
255_8,"[6, 18, 19, 15, 17]"
255_9,"[1, 14, 7, 12, 13]"
255_10,"[1, 14, 7, 12, 13]"
255_11,"[17, 15, 1, 9, 20]"
255_12,"[4, 13, 10, 12, 17]"
255_13,"[13, 10, 1, 4, 18]"
255_14,"[18, 6, 15, 8, 5]"
256_0,"[18, 6, 15, 8, 5]"
256_1,"[14, 1, 11, 2, 18]"
256_2,"[1, 14, 7, 12, 13]"
256_3,"[1, 14, 7, 12, 13]"
256_4,"[5, 18, 2, 8, 1]"
256_5,"[9, 17, 12, 13, 15]"
256_6,"[10, 13, 4, 11, 16]"
256_7,"[5, 18, 2, 8, 1]"
256_8,"[16, 1, 10, 15, 12]"
256_9,"[3, 2, 19, 13, 4]"
256_10,"[15, 18, 17, 6, 16]"
256_11,"[1, 14, 7, 12, 13]"
256_12,"[14, 1, 11, 2, 18]"
256_13,"[16, 1, 10, 15, 12]"
257_0,"[18, 6, 15, 8, 5]"
257_1,"[7, 1, 18, 12, 2]"
257_2,"[13, 10, 1, 4, 18]"
257_3,"[10, 13, 4, 11, 16]"
257_4,"[15, 18, 17, 6, 16]"
257_5,"[8, 11, 18, 5, 2]"
257_6,"[14, 1, 11, 2, 18]"
257_7,"[13, 10, 1, 4, 18]"
257_8,"[7, 1, 18, 12, 2]"
258_0,"[14, 1, 11, 2, 18]"
258_1,"[19, 3, 6, 12, 1]"
258_2,"[8, 11, 18, 5, 2]"
258_3,"[17, 15, 1, 9, 20]"
258_4,"[4, 13, 10, 12, 17]"
258_5,"[12, 6, 1, 11, 7]"
258_6,"[4, 13, 10, 12, 17]"
258_7,"[20, 17, 6, 9, 13]"
259_0,"[7, 1, 18, 12, 2]"
259_1,"[13, 10, 1, 4, 18]"
259_2,"[10, 13, 4, 11, 16]"
259_3,"[16, 1, 10, 15, 12]"
259_4,"[8, 11, 18, 5, 2]"
259_5,"[15, 18, 17, 6, 16]"
259_6,"[3, 2, 19, 13, 4]"
259_7,"[9, 17, 12, 13, 15]"
260_0,"[10, 13, 4, 11, 16]"
260_1,"[17, 15, 1, 9, 20]"
260_2,"[15, 18, 17, 6, 16]"
260_3,"[17, 15, 1, 9, 20]"
260_4,"[19, 3, 6, 12, 1]"
260_5,"[16, 1, 10, 15, 12]"
260_6,"[6, 18, 19, 15, 17]"
260_7,"[14, 1, 11, 2, 18]"
260_8,"[5, 18, 2, 8, 1]"
260_9,"[13, 10, 1, 4, 18]"
261_0,"[3, 2, 19, 13, 4]"
261_1,"[1, 14, 7, 12, 13]"
261_2,"[20, 17, 6, 9, 5]"
261_3,"[19, 3, 6, 12, 1]"
261_4,"[17, 15, 1, 9, 20]"
261_5,"[8, 11, 18, 5, 2]"
261_6,"[11, 8, 12, 10, 14]"
261_7,"[1, 14, 7, 12, 13]"
261_8,"[11, 8, 12, 10, 14]"
261_9,"[16, 1, 10, 15, 12]"
262_0,"[19, 3, 6, 12, 1]"
262_1,"[10, 13, 4, 11, 16]"
262_2,"[5, 18, 2, 8, 1]"
262_3,"[19, 3, 6, 12, 1]"
262_4,"[8, 11, 18, 5, 2]"
262_5,"[15, 18, 17, 6, 16]"
262_6,"[4, 13, 10, 12, 17]"
262_7,"[6, 18, 19, 15, 17]"
262_8,"[4, 13, 10, 12, 17]"
262_9,"[10, 13, 4, 11, 16]"
262_10,"[1, 14, 7, 12, 13]"
262_11,"[10, 13, 4, 11, 16]"
262_12,"[9, 17, 12, 13, 15]"
262_13,"[8, 11, 18, 5, 2]"
263_0,"[17, 15, 1, 9, 20]"
263_1,"[20, 17, 6, 9, 18]"
263_2,"[2, 3, 5, 8, 7]"
263_3,"[11, 8, 12, 10, 14]"
263_4,"[4, 13, 10, 12, 17]"
263_5,"[2, 3, 5, 8, 7]"
263_6,"[11, 8, 12, 10, 14]"
263_7,"[2, 3, 5, 8, 7]"
263_8,"[16, 1, 10, 15, 12]"
263_9,"[20, 17, 6, 9, 16]"
263_10,"[5, 18, 2, 8, 1]"
263_11,"[12, 1, 11, 7, 9]"
263_12,"[5, 18, 2, 8, 1]"
263_13,"[5, 18, 2, 8, 1]"
264_0,"[19, 3, 6, 12, 1]"
264_1,"[1, 14, 7, 12, 13]"
264_2,"[14, 1, 11, 2, 18]"
264_3,"[9, 17, 12, 13, 15]"
264_4,"[4, 13, 10, 12, 17]"
264_5,"[6, 18, 19, 15, 17]"
264_6,"[10, 13, 4, 11, 16]"
264_7,"[1, 14, 7, 12, 13]"
264_8,"[4, 13, 10, 12, 17]"
264_9,"[4, 13, 10, 12, 17]"
264_10,"[10, 13, 4, 11, 16]"
265_0,"[8, 11, 18, 5, 2]"
265_1,"[8, 11, 18, 5, 2]"
265_2,"[6, 18, 19, 15, 17]"
265_3,"[7, 1, 18, 12, 2]"
265_4,"[9, 17, 12, 13, 15]"
265_5,"[10, 13, 4, 11, 16]"
265_6,"[7, 1, 18, 12, 2]"
265_7,"[14, 1, 11, 2, 18]"
265_8,"[2, 3, 5, 8, 7]"
265_9,"[17, 15, 1, 9, 20]"
265_10,"[13, 10, 1, 4, 18]"
266_0,"[8, 11, 18, 5, 2]"
266_1,"[16, 1, 10, 15, 12]"
266_2,"[10, 13, 4, 11, 16]"
266_3,"[8, 11, 18, 5, 2]"
266_4,"[8, 11, 18, 5, 2]"
266_5,"[17, 15, 1, 9, 20]"
266_6,"[19, 3, 6, 12, 1]"
266_7,"[3, 2, 19, 13, 4]"
266_8,"[18, 6, 15, 8, 5]"
267_0,"[7, 1, 18, 12, 2]"
267_1,"[15, 18, 17, 6, 16]"
267_2,"[14, 1, 11, 2, 18]"
267_3,"[19, 3, 6, 12, 1]"
267_4,"[3, 2, 19, 13, 4]"
267_5,"[14, 1, 11, 2, 18]"
267_6,"[19, 3, 6, 12, 1]"
267_7,"[20, 17, 6, 9, 8]"
267_8,"[16, 1, 10, 15, 12]"
267_9,"[10, 13, 4, 11, 16]"
267_10,"[16, 1, 10, 15, 12]"
267_11,"[13, 10, 1, 4, 18]"
267_12,"[13, 10, 1, 4, 18]"
267_13,"[20, 17, 6, 9, 14]"
267_14,"[9, 17, 12, 13, 15]"
268_0,"[15, 18, 17, 6, 16]"
268_1,"[7, 1, 18, 12, 2]"
268_2,"[16, 1, 10, 15, 12]"
268_3,"[12, 1, 11, 7, 9]"
268_4,"[16, 1, 10, 15, 12]"
268_5,"[3, 2, 19, 13, 4]"
268_6,"[14, 1, 11, 2, 18]"
268_7,"[12, 1, 11, 7, 9]"
268_8,"[18, 6, 15, 8, 5]"
269_0,"[15, 18, 17, 6, 16]"
269_1,"[17, 15, 1, 9, 20]"
269_2,"[9, 17, 12, 13, 15]"
269_3,"[5, 18, 2, 8, 1]"
269_4,"[12, 1, 11, 7, 9]"
269_5,"[3, 2, 19, 13, 4]"
269_6,"[16, 1, 10, 15, 12]"
269_7,"[8, 11, 18, 5, 2]"
269_8,"[12, 1, 11, 7, 9]"
270_0,"[3, 2, 19, 13, 4]"
270_1,"[4, 13, 10, 12, 17]"
270_2,"[8, 11, 18, 5, 2]"
270_3,"[17, 15, 1, 9, 20]"
270_4,"[5, 18, 2, 8, 1]"
270_5,"[14, 1, 11, 2, 18]"
270_6,"[6, 18, 19, 15, 17]"
271_0,"[20, 17, 6, 9, 11]"
271_1,"[12, 1, 11, 7, 9]"
271_2,"[15, 18, 17, 6, 16]"
271_3,"[10, 13, 4, 11, 16]"
271_4,"[5, 18, 2, 8, 1]"
271_5,"[4, 13, 10, 12, 17]"
271_6,"[1, 14, 7, 12, 13]"
271_7,"[2, 3, 5, 8, 7]"
271_8,"[10, 13, 4, 11, 16]"
271_9,"[18, 6, 15, 8, 5]"
272_0,"[7, 1, 18, 12, 2]"
272_1,"[7, 1, 18, 12, 2]"
272_2,"[15, 18, 17, 6, 16]"
272_3,"[2, 3, 5, 8, 7]"
272_4,"[17, 15, 1, 9, 20]"
273_0,"[13, 10, 1, 4, 18]"
273_1,"[20, 17, 6, 9, 3]"
273_2,"[17, 15, 1, 9, 20]"
273_3,"[17, 15, 1, 9, 20]"
273_4,"[10, 13, 4, 11, 16]"
273_5,"[15, 18, 17, 6, 16]"
273_6,"[18, 6, 15, 8, 5]"
273_7,"[13, 10, 1, 4, 18]"
273_8,"[3, 2, 19, 13, 4]"
273_9,"[3, 2, 19, 13, 4]"
273_10,"[2, 3, 5, 8, 7]"
273_11,"[12, 1, 11, 7, 9]"
273_12,"[4, 13, 10, 12, 17]"
274_0,"[4, 13, 10, 12, 17]"
274_1,"[18, 6, 15, 8, 5]"
274_2,"[16, 1, 10, 15, 12]"
274_3,"[7, 1, 18, 12, 2]"
274_4,"[15, 18, 17, 6, 16]"
274_5,"[1, 14, 7, 12, 13]"
274_6,"[11, 8, 12, 10, 14]"
274_7,"[13, 10, 1, 4, 18]"
274_8,"[1, 14, 7, 12, 13]"
274_9,"[6, 18, 19, 15, 17]"
274_10,"[11, 8, 12, 10, 14]"
274_11,"[10, 13, 4, 11, 16]"
274_12,"[10, 13, 4, 11, 16]"
274_13,"[11, 8, 12, 10, 14]"
274_14,"[15, 18, 17, 6, 16]"
274_15,"[14, 1, 11, 2, 18]"
274_16,"[19, 3, 6, 12, 1]"
275_0,"[2, 3, 5, 8, 7]"
275_1,"[6, 18, 19, 15, 17]"
275_2,"[19, 3, 6, 12, 1]"
275_3,"[14, 1, 11, 2, 18]"
275_4,"[14, 1, 11, 2, 18]"
275_5,"[9, 17, 12, 13, 15]"
275_6,"[9, 17, 12, 13, 15]"
275_7,"[17, 15, 1, 9, 20]"
276_0,"[14, 1, 11, 2, 18]"
276_1,"[13, 10, 1, 4, 18]"
276_2,"[12, 1, 11, 7, 9]"
276_3,"[11, 8, 12, 10, 14]"
276_4,"[19, 3, 6, 12, 1]"
276_5,"[19, 3, 6, 12, 1]"
276_6,"[12, 1, 11, 7, 9]"
276_7,"[3, 2, 19, 13, 4]"
277_0,"[9, 17, 12, 13, 15]"
277_1,"[9, 17, 12, 13, 15]"
277_2,"[16, 1, 10, 15, 12]"
277_3,"[11, 8, 12, 10, 14]"
277_4,"[17, 15, 1, 9, 20]"
277_5,"[6, 18, 19, 15, 17]"
277_6,"[5, 18, 2, 8, 1]"
277_7,"[4, 13, 10, 12, 17]"
277_8,"[12, 1, 11, 7, 9]"
277_9,"[14, 1, 11, 2, 18]"
277_10,"[8, 11, 18, 5, 2]"
277_11,"[7, 1, 18, 12, 2]"
277_12,"[13, 10, 1, 4, 18]"
277_13,"[8, 11, 18, 5, 2]"
277_14,"[14, 1, 11, 2, 18]"
277_15,"[19, 3, 6, 12, 1]"
278_0,"[1, 14, 7, 12, 13]"
278_1,"[19, 3, 6, 12, 1]"
278_2,"[15, 18, 17, 6, 16]"
278_3,"[2, 3, 5, 8, 7]"
278_4,"[16, 1, 10, 15, 12]"
279_0,"[18, 6, 15, 8, 5]"
279_1,"[12, 1, 11, 7, 9]"
279_2,"[17, 15, 1, 9, 20]"
279_3,"[9, 17, 12, 13, 15]"
279_4,"[17, 15, 1, 9, 20]"
279_5,"[5, 18, 2, 8, 1]"
279_6,"[14, 1, 11, 2, 18]"
279_7,"[5, 18, 2, 8, 1]"
280_0,"[17, 15, 1, 9, 20]"
280_1,"[3, 2, 19, 13, 4]"
280_2,"[9, 17, 12, 13, 15]"
280_3,"[8, 11, 18, 5, 2]"
280_4,"[12, 1, 11, 7, 9]"
280_5,"[2, 3, 5, 8, 7]"
280_6,"[14, 1, 11, 2, 18]"
281_0,"[7, 1, 18, 12, 2]"
281_1,"[2, 3, 5, 8, 7]"
281_2,"[20, 17, 6, 9, 1]"
281_3,"[5, 18, 2, 8, 1]"
281_4,"[19, 3, 6, 12, 1]"
281_5,"[17, 15, 1, 9, 20]"
281_6,"[10, 13, 4, 11, 16]"
281_7,"[7, 1, 18, 12, 2]"
281_8,"[10, 13, 4, 11, 16]"
281_9,"[3, 2, 19, 13, 4]"
281_10,"[20, 17, 6, 9, 15]"
282_0,"[4, 13, 10, 12, 17]"
282_1,"[19, 3, 6, 12, 1]"
282_2,"[11, 8, 12, 10, 14]"
282_3,"[18, 6, 15, 8, 5]"
282_4,"[20, 17, 6, 9, 11]"
282_5,"[2, 3, 5, 8, 7]"
282_6,"[18, 6, 15, 8, 5]"
282_7,"[10, 13, 4, 11, 16]"
282_8,"[16, 1, 10, 15, 12]"
282_9,"[11, 8, 12, 10, 14]"
282_10,"[16, 1, 10, 15, 12]"
282_11,"[15, 18, 17, 6, 16]"
282_12,"[15, 18, 17, 6, 16]"
283_0,"[19, 3, 6, 12, 1]"
283_1,"[13, 10, 1, 4, 18]"
283_2,"[15, 18, 17, 6, 16]"
283_3,"[12, 1, 11, 7, 9]"
283_4,"[10, 13, 4, 11, 16]"
283_5,"[15, 18, 17, 6, 16]"
283_6,"[14, 1, 11, 2, 18]"
283_7,"[17, 15, 1, 9, 20]"
284_0,"[13, 10, 1, 4, 18]"
284_1,"[5, 18, 2, 8, 1]"
284_2,"[18, 6, 15, 8, 5]"
284_3,"[15, 18, 17, 6, 16]"
284_4,"[17, 15, 1, 9, 20]"
284_5,"[10, 13, 4, 11, 16]"
284_6,"[8, 11, 18, 5, 2]"
284_7,"[10, 13, 4, 11, 16]"
284_8,"[3, 2, 19, 13, 4]"
284_9,"[14, 1, 11, 2, 18]"
285_0,"[5, 18, 2, 8, 1]"
285_1,"[9, 17, 12, 13, 15]"
285_2,"[11, 8, 12, 10, 14]"
285_3,"[18, 6, 15, 8, 5]"
285_4,"[5, 18, 2, 8, 1]"
285_5,"[16, 1, 10, 15, 12]"
285_6,"[6, 18, 19, 15, 17]"
285_7,"[9, 17, 12, 13, 15]"
285_8,"[3, 2, 19, 13, 4]"
285_9,"[13, 10, 1, 4, 18]"
285_10,"[14, 1, 11, 2, 18]"
285_11,"[19, 3, 6, 12, 1]"
285_12,"[7, 1, 18, 12, 2]"
285_13,"[3, 2, 19, 13, 4]"
285_14,"[18, 6, 15, 8, 5]"
285_15,"[20, 17, 6, 9, 8]"
286_0,"[9, 17, 12, 13, 15]"
286_1,"[2, 3, 5, 8, 7]"
286_2,"[16, 1, 10, 15, 12]"
286_3,"[1, 14, 7, 12, 13]"
286_4,"[13, 10, 1, 4, 18]"
286_5,"[1, 14, 7, 12, 13]"
286_6,"[1, 14, 7, 12, 13]"
286_7,"[16, 1, 10, 15, 12]"
286_8,"[3, 2, 19, 13, 4]"
286_9,"[4, 13, 10, 12, 17]"
287_0,"[10, 13, 4, 11, 16]"
287_1,"[13, 10, 1, 4, 18]"
287_2,"[6, 18, 19, 15, 17]"
287_3,"[16, 1, 10, 15, 12]"
287_4,"[17, 15, 1, 9, 20]"
287_5,"[3, 2, 19, 13, 4]"
287_6,"[12, 1, 11, 7, 9]"
287_7,"[14, 1, 11, 2, 18]"
287_8,"[4, 13, 10, 12, 17]"
287_9,"[11, 8, 12, 10, 14]"
287_10,"[16, 1, 10, 15, 12]"
287_11,"[6, 18, 19, 15, 17]"
287_12,"[4, 13, 10, 12, 17]"
288_0,"[1, 14, 7, 12, 13]"
288_1,"[4, 13, 10, 12, 17]"
288_2,"[15, 18, 17, 6, 16]"
288_3,"[13, 10, 1, 4, 18]"
288_4,"[11, 8, 12, 10, 14]"
288_5,"[13, 10, 1, 4, 18]"
288_6,"[18, 6, 15, 8, 5]"
288_7,"[18, 6, 15, 8, 5]"
288_8,"[17, 15, 1, 9, 20]"
288_9,"[1, 14, 7, 12, 13]"
288_10,"[4, 13, 10, 12, 17]"
288_11,"[4, 13, 10, 12, 17]"
288_12,"[15, 18, 17, 6, 16]"
289_0,"[13, 10, 1, 4, 18]"
289_1,"[20, 17, 6, 9, 7]"
289_2,"[6, 18, 19, 15, 17]"
289_3,"[4, 13, 10, 12, 17]"
289_4,"[13, 10, 1, 4, 18]"
289_5,"[1, 14, 7, 12, 13]"
289_6,"[15, 18, 17, 6, 16]"
289_7,"[2, 3, 5, 8, 7]"
289_8,"[18, 6, 15, 8, 5]"
290_0,"[15, 18, 17, 6, 16]"
290_1,"[7, 1, 18, 12, 2]"
290_2,"[3, 2, 19, 13, 4]"
290_3,"[2, 3, 5, 8, 7]"
290_4,"[17, 15, 1, 9, 20]"
290_5,"[7, 1, 18, 12, 2]"
290_6,"[1, 14, 7, 12, 13]"
290_7,"[10, 13, 4, 11, 16]"
290_8,"[8, 11, 18, 5, 2]"
290_9,"[14, 1, 11, 2, 18]"
290_10,"[10, 13, 4, 11, 16]"
291_0,"[2, 7, 3, 5, 8]"
291_1,"[17, 15, 1, 9, 20]"
291_2,"[13, 10, 1, 4, 18]"
291_3,"[11, 8, 12, 10, 14]"
291_4,"[15, 18, 17, 6, 16]"
291_5,"[8, 11, 18, 5, 2]"
292_0,"[12, 1, 11, 7, 9]"
292_1,"[20, 17, 6, 9, 15]"
292_2,"[14, 1, 11, 2, 18]"
292_3,"[9, 17, 12, 13, 15]"
292_4,"[5, 18, 2, 8, 1]"
292_5,"[16, 1, 10, 15, 12]"
293_0,"[17, 15, 1, 9, 20]"
293_1,"[1, 14, 7, 12, 13]"
293_2,"[5, 18, 2, 8, 1]"
293_3,"[3, 2, 19, 13, 4]"
293_4,"[16, 1, 10, 15, 12]"
293_5,"[12, 1, 11, 7, 9]"
293_6,"[5, 18, 2, 8, 1]"
293_7,"[17, 15, 1, 9, 20]"
294_0,"[4, 13, 10, 12, 17]"
294_1,"[11, 8, 12, 10, 14]"
294_2,"[20, 17, 6, 9, 11]"
294_3,"[1, 14, 7, 12, 13]"
294_4,"[12, 1, 11, 7, 9]"
294_5,"[14, 1, 11, 2, 18]"
294_6,"[6, 18, 19, 15, 17]"
294_7,"[20, 17, 6, 9, 13]"
294_8,"[2, 3, 5, 8, 7]"
294_9,"[6, 18, 19, 15, 17]"
294_10,"[13, 10, 1, 4, 18]"
294_11,"[7, 1, 18, 12, 2]"
295_0,"[6, 18, 19, 15, 17]"
295_1,"[14, 1, 11, 2, 18]"
295_2,"[2, 3, 5, 8, 7]"
295_3,"[1, 14, 7, 12, 13]"
295_4,"[18, 6, 15, 8, 5]"
295_5,"[15, 18, 17, 6, 16]"
295_6,"[19, 3, 6, 12, 1]"
295_7,"[19, 3, 6, 12, 1]"
295_8,"[19, 3, 6, 12, 1]"
295_9,"[16, 1, 10, 15, 12]"
296_0,"[12, 1, 11, 7, 9]"
296_1,"[11, 8, 12, 10, 14]"
296_2,"[9, 17, 12, 13, 15]"
296_3,"[8, 11, 18, 5, 2]"
296_4,"[16, 1, 10, 15, 12]"
296_5,"[8, 11, 18, 5, 2]"
296_6,"[14, 1, 11, 2, 18]"
296_7,"[15, 18, 17, 6, 16]"
296_8,"[12, 1, 11, 7, 9]"
297_0,"[3, 2, 19, 13, 4]"
297_1,"[11, 8, 12, 10, 14]"
297_2,"[1, 14, 7, 12, 13]"
297_3,"[10, 13, 4, 11, 16]"
297_4,"[18, 6, 15, 8, 5]"
297_5,"[6, 18, 19, 15, 17]"
297_6,"[12, 1, 11, 7, 9]"
297_7,"[10, 13, 4, 11, 16]"
297_8,"[20, 17, 6, 9, 12]"
297_9,"[18, 6, 15, 8, 5]"
297_10,"[5, 18, 2, 8, 1]"
298_0,"[19, 3, 6, 12, 1]"
298_1,"[12, 1, 11, 7, 9]"
298_2,"[2, 3, 5, 8, 7]"
298_3,"[20, 17, 6, 9, 11]"
298_4,"[18, 6, 15, 8, 5]"
298_5,"[13, 10, 1, 4, 18]"
298_6,"[6, 18, 19, 15, 17]"
298_7,"[11, 8, 12, 10, 14]"
299_0,"[13, 10, 1, 4, 18]"
299_1,"[16, 1, 10, 15, 12]"
299_2,"[8, 11, 18, 5, 2]"
299_3,"[11, 8, 12, 10, 14]"
299_4,"[5, 18, 2, 8, 1]"
299_5,"[1, 14, 7, 12, 13]"
299_6,"[17, 15, 1, 9, 20]"
299_7,"[7, 1, 18, 12, 2]"
300_0,"[7, 1, 18, 12, 2]"
300_1,"[11, 8, 12, 10, 14]"
300_2,"[6, 18, 19, 15, 17]"
300_3,"[5, 18, 2, 8, 1]"
300_4,"[20, 17, 6, 9, 7]"
300_5,"[15, 18, 17, 6, 16]"
300_6,"[12, 1, 11, 7, 9]"
300_7,"[14, 1, 11, 2, 18]"
300_8,"[2, 3, 5, 8, 7]"
300_9,"[17, 15, 1, 9, 20]"
300_10,"[20, 17, 6, 9, 18]"
301_0,"[20, 17, 6, 9, 8]"
301_1,"[15, 18, 17, 6, 16]"
301_2,"[12, 1, 11, 7, 9]"
301_3,"[3, 2, 19, 13, 4]"
301_4,"[7, 1, 18, 12, 2]"
301_5,"[5, 18, 2, 8, 1]"
301_6,"[4, 13, 10, 12, 17]"
301_7,"[17, 15, 1, 9, 20]"
301_8,"[12, 1, 11, 7, 9]"
301_9,"[14, 1, 11, 2, 18]"
301_10,"[16, 1, 10, 15, 12]"
301_11,"[6, 18, 19, 15, 17]"
301_12,"[1, 14, 7, 12, 13]"
301_13,"[13, 10, 1, 4, 18]"
301_14,"[1, 14, 7, 12, 13]"
302_0,"[11, 8, 12, 10, 14]"
302_1,"[20, 17, 6, 9, 3]"
302_2,"[19, 3, 6, 12, 1]"
302_3,"[20, 17, 6, 9, 18]"
302_4,"[13, 10, 1, 4, 18]"
302_5,"[6, 18, 19, 15, 17]"
302_6,"[6, 18, 19, 15, 17]"
302_7,"[5, 18, 2, 8, 1]"
302_8,"[20, 17, 6, 9, 1]"
303_0,"[20, 17, 6, 9, 8]"
303_1,"[12, 1, 11, 7, 9]"
303_2,"[9, 17, 12, 13, 15]"
303_3,"[6, 18, 19, 15, 17]"
303_4,"[12, 1, 11, 7, 9]"
303_5,"[16, 1, 10, 15, 12]"
303_6,"[6, 18, 19, 15, 17]"
303_7,"[12, 1, 11, 7, 9]"
304_0,"[4, 13, 10, 12, 17]"
304_1,"[6, 18, 19, 15, 17]"
304_2,"[16, 1, 10, 15, 12]"
304_3,"[3, 2, 19, 13, 4]"
304_4,"[3, 2, 19, 13, 4]"
304_5,"[4, 13, 10, 12, 17]"
304_6,"[14, 1, 11, 2, 18]"
304_7,"[3, 2, 19, 13, 4]"
304_8,"[12, 1, 11, 7, 9]"
304_9,"[11, 8, 12, 10, 14]"
304_10,"[11, 8, 12, 10, 14]"
304_11,"[12, 1, 11, 7, 9]"
304_12,"[8, 11, 18, 5, 2]"
305_0,"[14, 1, 11, 2, 18]"
305_1,"[8, 11, 18, 5, 2]"
305_2,"[7, 1, 18, 12, 2]"
305_3,"[8, 11, 18, 5, 2]"
305_4,"[12, 1, 11, 7, 9]"
305_5,"[20, 17, 6, 9, 15]"
305_6,"[6, 18, 19, 15, 17]"
305_7,"[10, 13, 4, 11, 16]"
305_8,"[9, 17, 12, 13, 15]"
306_0,"[9, 17, 12, 13, 15]"
306_1,"[8, 11, 18, 5, 2]"
306_2,"[18, 6, 15, 8, 5]"
306_3,"[15, 18, 17, 6, 16]"
306_4,"[18, 6, 15, 8, 5]"
306_5,"[20, 17, 6, 9, 19]"
306_6,"[3, 2, 19, 13, 4]"
307_0,"[6, 18, 19, 15, 17]"
307_1,"[2, 3, 5, 8, 7]"
307_2,"[18, 6, 15, 8, 5]"
307_3,"[10, 13, 4, 11, 16]"
307_4,"[14, 1, 11, 2, 18]"
307_5,"[14, 1, 11, 2, 18]"
307_6,"[7, 1, 18, 12, 2]"
307_7,"[17, 15, 1, 9, 20]"
307_8,"[20, 17, 6, 9, 19]"
308_0,"[11, 8, 12, 10, 14]"
308_1,"[1, 14, 7, 12, 13]"
308_2,"[19, 3, 6, 12, 1]"
308_3,"[1, 14, 7, 12, 13]"
308_4,"[3, 2, 19, 13, 4]"
308_5,"[8, 11, 18, 5, 2]"
308_6,"[14, 1, 11, 2, 18]"
308_7,"[9, 17, 12, 13, 15]"
308_8,"[11, 8, 12, 10, 14]"
308_9,"[7, 1, 18, 12, 2]"
308_10,"[2, 3, 5, 8, 7]"
308_11,"[16, 1, 10, 15, 12]"
308_12,"[5, 18, 2, 8, 1]"
309_0,"[11, 8, 12, 10, 14]"
309_1,"[5, 18, 2, 8, 1]"
309_2,"[4, 13, 10, 12, 17]"
309_3,"[7, 1, 18, 12, 2]"
309_4,"[9, 17, 12, 13, 15]"
309_5,"[6, 18, 19, 15, 17]"
309_6,"[15, 18, 17, 6, 16]"
309_7,"[7, 1, 18, 12, 2]"
309_8,"[19, 3, 6, 12, 1]"
310_0,"[16, 1, 10, 15, 12]"
310_1,"[18, 6, 15, 8, 5]"
310_2,"[10, 13, 4, 11, 16]"
310_3,"[18, 6, 15, 8, 5]"
310_4,"[3, 2, 19, 13, 4]"
310_5,"[8, 11, 18, 5, 2]"
310_6,"[17, 15, 1, 9, 20]"
310_7,"[13, 10, 1, 4, 18]"
310_8,"[6, 18, 19, 15, 17]"
310_9,"[14, 1, 11, 2, 18]"
310_10,"[20, 17, 6, 9, 11]"
310_11,"[16, 1, 10, 15, 12]"
310_12,"[4, 13, 10, 12, 17]"
311_0,"[6, 18, 19, 15, 17]"
311_1,"[18, 6, 15, 8, 5]"
311_2,"[14, 1, 11, 2, 18]"
311_3,"[3, 2, 19, 13, 4]"
311_4,"[16, 1, 10, 15, 12]"
311_5,"[14, 1, 11, 2, 18]"
311_6,"[17, 15, 1, 9, 20]"
312_0,"[19, 3, 6, 12, 1]"
312_1,"[17, 10, 15, 1, 9]"
312_2,"[18, 6, 15, 8, 5]"
312_3,"[4, 13, 10, 12, 17]"
